ID,Prob1
453, 0.51
454, 0.49
455, 0.51
456, 0.50
457, 0.49
458, 0.33
459, 0.49
460, 0.49
461, 0.50
462, 0.49
463, 0.51
464, 0.48
465, 0.49
466, 0.51
467, 0.50
468, 0.49
469, 0.50
470, 0.49
471, 0.48
472, 0.49
473, 0.50
474, 0.48
475, 0.32
476, 0.48
477, 0.48
478, 0.50
479, 0.49
480, 0.49
481, 0.31
482, 0.47
483, 0.49
484, 0.50
485, 0.51
486, 0.49
487, 0.50
488, 0.49
489, 0.49
490, 0.48
491, 0.33
492, 0.49
493, 0.49
494, 0.48
495, 0.50
496, 0.50
497, 0.49
498, 0.67
499, 0.49
500, 0.48
501, 0.49
502, 0.51
503, 0.50
504, 0.49
505, 0.51
506, 0.49
507, 0.50
508, 0.49
509, 0.49
510, 0.50
511, 0.50
512, 0.48
513, 0.51
514, 0.49
515, 0.50
516, 0.49
517, 0.50
518, 0.52
519, 0.49
520, 0.49
521, 0.52
522, 0.50
523, 0.49
524, 0.33
525, 0.50
526, 0.51
527, 0.49
528, 0.48
529, 0.48
530, 0.48
531, 0.49
532, 0.48
533, 0.48
534, 0.68
535, 0.49
536, 0.51
537, 0.49
538, 0.50
539, 0.50
540, 0.49
541, 0.50
542, 0.49
543, 0.68
544, 0.49
545, 0.52
546, 0.49
547, 0.49
548, 0.48
549, 0.50
550, 0.49
551, 0.50
552, 0.49
553, 0.49
554, 0.49
555, 0.49
556, 0.50
557, 0.49
558, 0.49
559, 0.52
560, 0.49
561, 0.49
562, 0.65
563, 0.50
564, 0.51
565, 0.49
566, 0.49
567, 0.49
568, 0.49
569, 0.51
570, 0.48
571, 0.50
572, 0.18
573, 0.49
574, 0.51
575, 0.49
576, 0.49
577, 0.49
578, 0.47
579, 0.49
580, 0.49
581, 0.50
582, 0.49
583, 0.49
584, 0.49
585, 0.49
586, 0.48
587, 0.32
588, 0.50
589, 0.49
590, 0.52
591, 0.49
592, 0.50
593, 0.50
594, 0.50
595, 0.48
596, 0.49
597, 0.15
598, 0.48
599, 0.50
600, 0.49
601, 0.50
602, 0.49
603, 0.49
604, 0.49
605, 0.48
606, 0.48
607, 0.49
608, 0.49
609, 0.50
610, 0.50
611, 0.49
612, 0.50
613, 0.49
614, 0.50
615, 0.50
616, 0.50
617, 0.49
618, 0.52
619, 0.48
620, 0.49
621, 0.48
622, 0.51
623, 0.50
624, 0.48
625, 0.49
626, 0.31
627, 0.50
628, 0.50
629, 0.50
630, 0.48
631, 0.49
632, 0.50
633, 0.48
634, 0.52
635, 0.50
636, 0.50
637, 0.50
638, 0.32
639, 0.49
640, 0.10
641, 0.49
642, 0.50
643, 0.48
644, 0.49
645, 0.50
646, 0.49
647, 0.34
648, 0.49
649, 0.50
650, 0.50
651, 0.49
652, 0.51
653, 0.49
654, 0.50
655, 0.50
656, 0.48
657, 0.50
658, 0.47
659, 0.51
660, 0.50
661, 0.48
662, 0.50
663, 0.30
664, 0.50
665, 0.50
666, 0.49
667, 0.49
668, 0.49
669, 0.49
670, 0.49
671, 0.50
672, 0.50
673, 0.49
674, 0.65
675, 0.48
676, 0.50
677, 0.48
678, 0.48
679, 0.50
680, 0.50
681, 0.49
682, 0.49
683, 0.48
684, 0.47
685, 0.50
686, 0.48
687, 0.31
688, 0.50
689, 0.48
690, 0.32
691, 0.51
692, 0.49
693, 0.49
694, 0.49
695, 0.49
696, 0.49
697, 0.49
698, 0.53
699, 0.31
700, 0.49
701, 0.49
702, 0.51
703, 0.51
704, 0.51
705, 0.50
706, 0.49
707, 0.49
708, 0.50
709, 0.50
710, 0.50
711, 0.67
712, 0.49
713, 0.49
714, 0.49
715, 0.50
716, 0.68
717, 0.49
718, 0.51
719, 0.51
720, 0.66
721, 0.32
722, 0.49
723, 0.49
724, 0.49
725, 0.49
726, 0.50
727, 0.49
728, 0.49
729, 0.33
730, 0.44
731, 0.51
732, 0.50
733, 0.48
734, 0.50
735, 0.51
736, 0.49
737, 0.50
738, 0.51
739, 0.50
740, 0.49
741, 0.49
742, 0.50
743, 0.50
744, 0.50
745, 0.50
746, 0.67
747, 0.49
748, 0.49
749, 0.50
750, 0.48
751, 0.50
752, 0.48
753, 0.50
754, 0.48
755, 0.50
756, 0.50
757, 0.52
758, 0.50
759, 0.30
760, 0.33
761, 0.48
762, 0.49
763, 0.51
764, 0.49
765, 0.49
766, 0.37
767, 0.31
768, 0.50
769, 0.50
770, 0.49
771, 0.50
772, 0.49
773, 0.48
774, 0.50
775, 0.49
776, 0.50
777, 0.50
778, 0.49
779, 0.31
780, 0.51
781, 0.50
782, 0.49
783, 0.48
784, 0.50
785, 0.48
786, 0.50
787, 0.48
788, 0.48
789, 0.49
790, 0.49
791, 0.50
792, 0.48
793, 0.49
794, 0.49
795, 0.49
796, 0.49
797, 0.50
798, 0.49
799, 0.48
800, 0.50
801, 0.49
802, 0.67
803, 0.49
804, 0.67
805, 0.49
806, 0.50
807, 0.49
808, 0.50
809, 0.49
810, 0.49
811, 0.68
812, 0.50
813, 0.32
814, 0.48
815, 0.49
816, 0.50
817, 0.48
818, 0.49
819, 0.48
820, 0.51
821, 0.48
822, 0.48
823, 0.46
824, 0.49
825, 0.49
826, 0.10
827, 0.49
828, 0.50
829, 0.49
830, 0.48
831, 0.48
832, 0.51
833, 0.49
834, 0.49
835, 0.50
836, 0.49
837, 0.48
838, 0.49
839, 0.49
840, 0.48
841, 0.48
842, 0.46
843, 0.49
844, 0.50
845, 0.51
846, 0.49
847, 0.50
848, 0.49
849, 0.48
850, 0.50
851, 0.49
852, 0.49
853, 0.51
854, 0.30
855, 0.49
856, 0.49
857, 0.48
858, 0.49
859, 0.49
860, 0.49
861, 0.50
862, 0.49
863, 0.47
864, 0.49
865, 0.50
866, 0.48
867, 0.48
868, 0.48
869, 0.32
870, 0.49
871, 0.49
872, 0.51
873, 0.50
874, 0.49
875, 0.49
876, 0.47
877, 0.50
878, 0.49
879, 0.48
880, 0.49
881, 0.50
882, 0.49
883, 0.48
884, 0.49
885, 0.53
886, 0.50
887, 0.48
888, 0.53
889, 0.49
890, 0.82
891, 0.49
892, 0.48
893, 0.48
894, 0.19
895, 0.52
896, 0.49
897, 0.49
898, 0.53
899, 0.23
900, 0.49
901, 0.49
902, 0.32
903, 0.51
904, 0.33
905, 0.49
906, 0.51
907, 0.51
908, 0.49
909, 0.50
910, 0.66
911, 0.49
912, 0.49
913, 0.50
914, 0.52
915, 0.49
916, 0.49
917, 0.49
918, 0.33
919, 0.49
920, 0.49
921, 0.50
922, 0.50
923, 0.48
924, 0.33
925, 0.48
926, 0.31
927, 0.47
928, 0.49
929, 0.49
930, 0.50
931, 0.48
932, 0.50
933, 0.47
934, 0.50
935, 0.50
936, 0.49
937, 0.49
938, 0.51
939, 0.49
940, 0.50
941, 0.49
942, 0.50
943, 0.48
944, 0.48
945, 0.32
946, 0.51
947, 0.51
948, 0.53
949, 0.49
950, 0.50
951, 0.50
952, 0.51
953, 0.49
954, 0.48
955, 0.51
956, 0.49
957, 0.51
958, 0.50
959, 0.49
960, 0.50
961, 0.49
962, 0.49
963, 0.49
964, 0.34
965, 0.49
966, 0.49
967, 0.50
968, 0.19
969, 0.48
970, 0.49
971, 0.33
972, 0.32
973, 0.49
974, 0.50
975, 0.48
976, 0.50
977, 0.48
978, 0.49
979, 0.51
980, 0.49
981, 0.32
982, 0.49
983, 0.50
984, 0.49
985, 0.49
986, 0.48
987, 0.49
988, 0.51
989, 0.49
990, 0.52
991, 0.48
992, 0.50
993, 0.50
994, 0.50
995, 0.48
996, 0.49
997, 0.48
998, 0.34
999, 0.49
1000, 0.32
1001, 0.49
1002, 0.50
1003, 0.50
1004, 0.48
1005, 0.50
1006, 0.49
1007, 0.49
1008, 0.48
1009, 0.49
1010, 0.50
1011, 0.48
1012, 0.49
1013, 0.49
1014, 0.49
1015, 0.50
1016, 0.48
1017, 0.49
1018, 0.33
1019, 0.51
1020, 0.46
1021, 0.50
1022, 0.51
1023, 0.48
1024, 0.50
1025, 0.49
1026, 0.52
1027, 0.51
1028, 0.32
1029, 0.49
1030, 0.34
1031, 0.51
1032, 0.50
1033, 0.48
1034, 0.48
1035, 0.49
1036, 0.49
1037, 0.48
1038, 0.49
1039, 0.49
1040, 0.49
1041, 0.50
1042, 0.49
1043, 0.49
1044, 0.51
1045, 0.46
1046, 0.48
1047, 0.50
1048, 0.50
1049, 0.50
1050, 0.48
1051, 0.31
1052, 0.47
1053, 0.49
1054, 0.50
1055, 0.50
1056, 0.50
1057, 0.48
1058, 0.50
1059, 0.50
1060, 0.51
1061, 0.49
1062, 0.50
1063, 0.49
1064, 0.31
1065, 0.49
1066, 0.50
1067, 0.49
1068, 0.50
1069, 0.51
1070, 0.48
1071, 0.50
1072, 0.48
1073, 0.33
1074, 0.51
1075, 0.49
1076, 0.49
1077, 0.49
1078, 0.51
1079, 0.50
1080, 0.48
1081, 0.52
1082, 0.56
1083, 0.51
1084, 0.50
1085, 0.49
1086, 0.48
1087, 0.48
1088, 0.50
1089, 0.50
1090, 0.49
1091, 0.50
1092, 0.51
1093, 0.50
1094, 0.49
1095, 0.51
1096, 0.49
1097, 0.49
1098, 0.50
1099, 0.49
1100, 0.49
1101, 0.49
1102, 0.47
1103, 0.50
1104, 0.50
1105, 0.49
1106, 0.48
1107, 0.49
1108, 0.50
1109, 0.50
1110, 0.51
1111, 0.50
1112, 0.49
1113, 0.49
1114, 0.33
1115, 0.49
1116, 0.50
1117, 0.48
1118, 0.49
1119, 0.49
1120, 0.48
1121, 0.50
1122, 0.49
1123, 0.49
1124, 0.31
1125, 0.50
1126, 0.50
1127, 0.49
1128, 0.34
1129, 0.51
1130, 0.33
1131, 0.48
1132, 0.49
1133, 0.19
1134, 0.31
1135, 0.49
1136, 0.50
1137, 0.48
1138, 0.50
1139, 0.47
1140, 0.49
1141, 0.49
1142, 0.49
1143, 0.49
1144, 0.50
1145, 0.50
1146, 0.49
1147, 0.49
1148, 0.50
1149, 0.47
1150, 0.49
1151, 0.49
1152, 0.49
1153, 0.49
1154, 0.49
1155, 0.49
1156, 0.51
1157, 0.48
1158, 0.50
1159, 0.49
1160, 0.49
1161, 0.49
1162, 0.49
1163, 0.50
1164, 0.48
1165, 0.50
1166, 0.49
1167, 0.47
1168, 0.49
1169, 0.50
1170, 0.48
1171, 0.49
1172, 0.49
1173, 0.49
1174, 0.49
1175, 0.51
1176, 0.49
1177, 0.49
1178, 0.49
1179, 0.48
1180, 0.48
1181, 0.48
1182, 0.48
1183, 0.49
1184, 0.49
1185, 0.51
1186, 0.51
1187, 0.49
1188, 0.49
1189, 0.50
1190, 0.46
1191, 0.50
1192, 0.48
1193, 0.49
1194, 0.31
1195, 0.50
1196, 0.49
1197, 0.50
1198, 0.31
1199, 0.50
1200, 0.50
1201, 0.50
1202, 0.50
1203, 0.48
1204, 0.49
1205, 0.49
1206, 0.33
1207, 0.50
1208, 0.48
1209, 0.49
1210, 0.49
1211, 0.49
1212, 0.49
1213, 0.47
1214, 0.49
1215, 0.50
1216, 0.48
1217, 0.49
1218, 0.49
1219, 0.50
1220, 0.51
1221, 0.48
1222, 0.49
1223, 0.49
1224, 0.49
1225, 0.50
1226, 0.33
1227, 0.49
1228, 0.50
1229, 0.50
1230, 0.51
1231, 0.48
1232, 0.49
1233, 0.50
1234, 0.32
1235, 0.49
1236, 0.49
1237, 0.51
1238, 0.49
1239, 0.49
1240, 0.52
1241, 0.49
1242, 0.50
1243, 0.48
1244, 0.49
1245, 0.50
1246, 0.49
1247, 0.50
1248, 0.48
1249, 0.50
1250, 0.49
1251, 0.49
1252, 0.48
1253, 0.48
1254, 0.48
1255, 0.33
1256, 0.49
1257, 0.50
1258, 0.49
1259, 0.66
1260, 0.30
1261, 0.49
1262, 0.48
1263, 0.52
1264, 0.49
1265, 0.32
1266, 0.49
1267, 0.48
1268, 0.48
1269, 0.50
1270, 0.50
1271, 0.51
1272, 0.50
1273, 0.50
1274, 0.51
1275, 0.49
1276, 0.49
1277, 0.50
1278, 0.49
1279, 0.51
1280, 0.49
1281, 0.49
1282, 0.32
1283, 0.50
1284, 0.50
1285, 0.49
1286, 0.49
1287, 0.51
1288, 0.50
1289, 0.47
1290, 0.50
1291, 0.50
1292, 0.31
1293, 0.48
1294, 0.50
1295, 0.49
1296, 0.50
1297, 0.47
1298, 0.49
1299, 0.49
1300, 0.50
1301, 0.33
1302, 0.50
1303, 0.49
1304, 0.49
1305, 0.33
1306, 0.49
1307, 0.49
1308, 0.50
1309, 0.32
1310, 0.49
1311, 0.49
1312, 0.50
1313, 0.49
1314, 0.50
1315, 0.50
1316, 0.50
1317, 0.47
1318, 0.48
1319, 0.48
1320, 0.49
1321, 0.48
1322, 0.48
1323, 0.51
1324, 0.50
1325, 0.49
1326, 0.49
1327, 0.50
1328, 0.50
1329, 0.49
1330, 0.51
1331, 0.50
1332, 0.50
1333, 0.18
1334, 0.49
1335, 0.49
1336, 0.47
1337, 0.50
1338, 0.50
1339, 0.50
1340, 0.46
1341, 0.47
1342, 0.50
1343, 0.51
1344, 0.49
1345, 0.49
1346, 0.33
1347, 0.50
1348, 0.50
1349, 0.31
1350, 0.48
1351, 0.50
1352, 0.52
1353, 0.49
1354, 0.52
1355, 0.33
1356, 0.49
1357, 0.49
1358, 0.48
1359, 0.48
1360, 0.49
1361, 0.50
1362, 0.50
1363, 0.48
1364, 0.48
1365, 0.48
1366, 0.48
1367, 0.48
1368, 0.50
1369, 0.50
1370, 0.50
1371, 0.59
1372, 0.32
1373, 0.49
1374, 0.49
1375, 0.49
1376, 0.49
1377, 0.49
1378, 0.49
1379, 0.49
1380, 0.49
1381, 0.49
1382, 0.50
1383, 0.49
1384, 0.49
1385, 0.48
1386, 0.49
1387, 0.30
1388, 0.49
1389, 0.49
1390, 0.48
1391, 0.49
1392, 0.49
1393, 0.50
1394, 0.48
1395, 0.49
1396, 0.51
1397, 0.49
1398, 0.30
1399, 0.50
1400, 0.50
1401, 0.49
1402, 0.50
1403, 0.51
1404, 0.49
1405, 0.50
1406, 0.50
1407, 0.50
1408, 0.50
1409, 0.50
1410, 0.50
1411, 0.19
1412, 0.48
1413, 0.49
1414, 0.47
1415, 0.32
1416, 0.49
1417, 0.32
1418, 0.31
1419, 0.51
1420, 0.51
1421, 0.49
1422, 0.51
1423, 0.48
1424, 0.48
1425, 0.49
1426, 0.47
1427, 0.51
1428, 0.49
1429, 0.49
1430, 0.50
1431, 0.49
1432, 0.49
1433, 0.48
1434, 0.50
1435, 0.52
1436, 0.64
1437, 0.49
1438, 0.50
1439, 0.50
1440, 0.49
1441, 0.51
1442, 0.50
1443, 0.49
1444, 0.50
1445, 0.49
1446, 0.50
1447, 0.49
1448, 0.48
1449, 0.33
1450, 0.32
1451, 0.50
1452, 0.49
1453, 0.49
1454, 0.50
1455, 0.48
1456, 0.50
1457, 0.50
1458, 0.49
1459, 0.49
1460, 0.49
1461, 0.49
1462, 0.50
1463, 0.49
1464, 0.49
1465, 0.50
1466, 0.48
1467, 0.48
1468, 0.49
1469, 0.49
1470, 0.50
1471, 0.49
1472, 0.49
1473, 0.48
1474, 0.50
1475, 0.50
1476, 0.49
1477, 0.49
1478, 0.32
1479, 0.48
1480, 0.51
1481, 0.49
1482, 0.49
1483, 0.68
1484, 0.49
1485, 0.49
1486, 0.49
1487, 0.50
1488, 0.32
1489, 0.50
1490, 0.49
1491, 0.34
1492, 0.50
1493, 0.44
1494, 0.50
1495, 0.49
1496, 0.48
1497, 0.50
1498, 0.49
1499, 0.49
1500, 0.52
1501, 0.51
1502, 0.49
1503, 0.49
1504, 0.50
1505, 0.49
1506, 0.50
1507, 0.49
1508, 0.51
1509, 0.50
1510, 0.51
1511, 0.50
1512, 0.50
1513, 0.50
1514, 0.49
1515, 0.50
1516, 0.49
1517, 0.48
1518, 0.18
1519, 0.50
1520, 0.49
1521, 0.48
1522, 0.49
1523, 0.49
1524, 0.49
1525, 0.51
1526, 0.49
1527, 0.48
1528, 0.47
1529, 0.51
1530, 0.49
1531, 0.49
1532, 0.50
1533, 0.49
1534, 0.49
1535, 0.49
1536, 0.50
1537, 0.48
1538, 0.49
1539, 0.48
1540, 0.49
1541, 0.48
1542, 0.46
1543, 0.49
1544, 0.49
1545, 0.33
1546, 0.49
1547, 0.49
1548, 0.50
1549, 0.49
1550, 0.49
1551, 0.49
1552, 0.49
1553, 0.49
1554, 0.32
1555, 0.49
1556, 0.49
1557, 0.31
1558, 0.49
1559, 0.33
1560, 0.48
1561, 0.48
1562, 0.48
1563, 0.49
1564, 0.49
1565, 0.49
1566, 0.49
1567, 0.49
1568, 0.50
1569, 0.50
1570, 0.50
1571, 0.48
1572, 0.48
1573, 0.49
1574, 0.51
1575, 0.49
1576, 0.48
1577, 0.50
1578, 0.50
1579, 0.48
1580, 0.49
1581, 0.50
1582, 0.48
1583, 0.34
1584, 0.50
1585, 0.67
1586, 0.48
1587, 0.48
1588, 0.51
1589, 0.52
1590, 0.33
1591, 0.48
1592, 0.48
1593, 0.46
1594, 0.31
1595, 0.49
1596, 0.51
1597, 0.48
1598, 0.49
1599, 0.50
1600, 0.49
1601, 0.51
1602, 0.48
1603, 0.50
1604, 0.49
1605, 0.49
1606, 0.50
1607, 0.50
1608, 0.32
1609, 0.49
1610, 0.50
1611, 0.50
1612, 0.49
1613, 0.50
1614, 0.49
1615, 0.49
1616, 0.52
1617, 0.50
1618, 0.49
1619, 0.48
1620, 0.50
1621, 0.49
1622, 0.49
1623, 0.48
1624, 0.49
1625, 0.50
1626, 0.50
1627, 0.50
1628, 0.47
1629, 0.49
1630, 0.25
1631, 0.49
1632, 0.49
1633, 0.50
1634, 0.49
1635, 0.50
1636, 0.32
1637, 0.50
1638, 0.49
1639, 0.48
1640, 0.49
1641, 0.62
1642, 0.47
1643, 0.49
1644, 0.50
1645, 0.51
1646, 0.50
1647, 0.50
1648, 0.51
1649, 0.50
1650, 0.50
1651, 0.48
1652, 0.50
1653, 0.51
1654, 0.52
1655, 0.49
1656, 0.49
1657, 0.33
1658, 0.48
1659, 0.50
1660, 0.48
1661, 0.48
1662, 0.49
1663, 0.49
1664, 0.51
1665, 0.65
1666, 0.47
1667, 0.51
1668, 0.50
1669, 0.52
1670, 0.48
1671, 0.49
1672, 0.50
1673, 0.51
1674, 0.49
1675, 0.50
1676, 0.49
1677, 0.51
1678, 0.50
1679, 0.50
1680, 0.50
1681, 0.49
1682, 0.50
1683, 0.48
1684, 0.48
1685, 0.57
1686, 0.51
1687, 0.49
1688, 0.50
1689, 0.48
1690, 0.50
1691, 0.49
1692, 0.51
1693, 0.51
1694, 0.49
1695, 0.49
1696, 0.50
1697, 0.49
1698, 0.49
1699, 0.32
1700, 0.48
1701, 0.50
1702, 0.50
1703, 0.49
1704, 0.49
1705, 0.50
1706, 0.50
1707, 0.50
1708, 0.48
1709, 0.49
1710, 0.50
1711, 0.51
1712, 0.50
1713, 0.49
1714, 0.49
1715, 0.33
1716, 0.50
1717, 0.50
1718, 0.50
1719, 0.50
1720, 0.49
1721, 0.49
1722, 0.50
1723, 0.49
1724, 0.50
1725, 0.50
1726, 0.47
1727, 0.50
1728, 0.49
1729, 0.51
1730, 0.50
1731, 0.49
1732, 0.49
1733, 0.49
1734, 0.49
1735, 0.49
1736, 0.50
1737, 0.48
1738, 0.50
1739, 0.69
1740, 0.51
1741, 0.49
1742, 0.49
1743, 0.32
1744, 0.49
1745, 0.49
1746, 0.49
1747, 0.49
1748, 0.32
1749, 0.51
1750, 0.49
1751, 0.49
1752, 0.50
1753, 0.49
1754, 0.50
1755, 0.50
1756, 0.50
1757, 0.49
1758, 0.50
1759, 0.48
1760, 0.49
1761, 0.31
1762, 0.48
1763, 0.49
1764, 0.50
1765, 0.49
1766, 0.51
1767, 0.48
1768, 0.49
1769, 0.49
1770, 0.49
1771, 0.51
1772, 0.50
1773, 0.48
1774, 0.49
1775, 0.50
1776, 0.49
1777, 0.50
1778, 0.48
1779, 0.48
1780, 0.51
1781, 0.49
1782, 0.50
1783, 0.32
1784, 0.49
1785, 0.50
1786, 0.20
1787, 0.49
1788, 0.50
1789, 0.50
1790, 0.48
1791, 0.49
1792, 0.49
1793, 0.32
1794, 0.30
1795, 0.46
1796, 0.49
1797, 0.50
1798, 0.48
1799, 0.49
1800, 0.50
1801, 0.48
1802, 0.50
1803, 0.69
1804, 0.48
1805, 0.50
1806, 0.49
1807, 0.49
1808, 0.50
1809, 0.50
1810, 0.32
1811, 0.50
1812, 0.50
1813, 0.48
1814, 0.50
1815, 0.48
1816, 0.31
1817, 0.49
1818, 0.49
1819, 0.47
1820, 0.33
1821, 0.50
1822, 0.50
1823, 0.49
1824, 0.51
1825, 0.49
1826, 0.48
1827, 0.51
1828, 0.49
1829, 0.49
1830, 0.50
1831, 0.48
1832, 0.48
1833, 0.49
1834, 0.49
1835, 0.48
1836, 0.49
1837, 0.49
1838, 0.50
1839, 0.51
1840, 0.49
1841, 0.51
1842, 0.48
1843, 0.50
1844, 0.49
1845, 0.47
1846, 0.51
1847, 0.32
1848, 0.50
1849, 0.49
1850, 0.33
1851, 0.50
1852, 0.49
1853, 0.49
1854, 0.48
1855, 0.52
1856, 0.47
1857, 0.48
1858, 0.48
1859, 0.49
1860, 0.49
1861, 0.48
1862, 0.49
1863, 0.50
1864, 0.48
1865, 0.48
1866, 0.67
1867, 0.48
1868, 0.50
1869, 0.42
1870, 0.48
1871, 0.49
1872, 0.49
